Date,Open,High,Low,Close,Adj Close,Volume,SMA_20,EMA_20,RSI_14,BB_Middle,BB_Std,BB_Upper,BB_Lower
2018-06-13,25328.65,25362.07,25191.42,25201.2,25201.2,329700000.0,24886.994,24914.260855443485,57.35026629197196,24886.994,289.4693996990131,25465.932799398026,24308.05520060197
2018-06-14,25254.65,25332.5,25138.6,25175.31,25175.31,341170000.0,24907.313,24939.12267873458,58.69957453325493,24907.313,294.95654509739455,25497.22609019479,24317.399909805208
2018-06-15,25116.71,25130.82,24894.38,25090.48,25090.48,659370000.0,24926.138,24953.537661712242,57.97374777253111,24926.138,293.9810945335768,25514.100189067154,24338.175810932844
2018-06-18,24944.28,25003.1,24825.77,24987.47,24987.47,337070000.0,24939.757,24956.769312977744,67.1324575807335,24939.757,289.9712878363574,25519.699575672716,24359.814424327287
2018-06-19,24763.59,24763.59,24567.75,24700.21,24700.21,376380000.0,24924.103,24932.33509269415,50.896882069549164,24924.103,294.2124470890163,25512.52789417803,24335.678105821968
2018-06-20,24771.17,24804.76,24628.39,24657.8,24657.8,359520000.0,24915.2725,24906.188893389943,57.56881881881879,24915.2725,299.646389439201,25514.565278878403,24315.979721121596
2018-06-21,24639.21,24639.21,24406.63,24461.7,24461.7,349570000.0,24894.017,24863.856617829,44.49220064375645,24894.017,316.38194677187215,25526.780893543742,24261.253106456257
2018-06-22,24526.97,24663.18,24526.97,24580.89,24580.89,473970000.0,24882.4735,24836.907416130998,42.321089297023455,24882.4735,323.66897033974595,25529.811440679492,24235.135559320508
2018-06-25,24463.73,24463.73,24084.39,24252.8,24252.8,439130000.0,24857.459,24781.278138404236,35.051523860519495,24857.459,352.2636996088401,25561.98639921768,24152.931600782318
2018-06-26,24281.89,24384.21,24241.22,24283.11,24283.11,301130000.0,24853.541999999998,24733.833553794306,21.49235199323708,24853.541999999998,358.45058054148586,25570.44316108297,24136.640838917025
2018-06-27,24303.11,24569.02,24115.82,24117.59,24117.59,313790000.0,24826.0325,24675.14369152818,14.539763476417136,24826.0325,392.91300289095983,25611.858505781922,24040.20649421808
2018-06-28,24064.19,24308.16,23997.21,24216.05,24216.05,305020000.0,24816.042999999998,24631.420482811212,15.780243289634143,24816.042999999998,406.2056058347556,25628.45421166951,24003.631788330487
2018-06-29,24323.93,24509.52,24269.71,24271.41,24271.41,329070000.0,24797.853,24597.133770162527,18.29940755577539,24797.853,422.54640971016335,25642.945819420325,23952.760180579673
2018-07-02,24161.53,24319.42,24077.56,24307.18,24307.18,244110000.0,24772.5275,24569.519125385144,20.04397864907523,24772.5275,436.495943320815,25645.51938664163,23899.53561335837
2018-07-03,24359.39,24444.88,24150.85,24174.82,24174.82,160960000.0,24741.269500000002,24531.92873249132,19.893110245459226,24741.269500000002,456.3588631015264,25653.987226203055,23828.55177379695
2018-07-05,24285.82,24372.8,24177.44,24356.74,24356.74,237670000.0,24701.787,24515.244091301673,28.002407838373898,24701.787,453.6151735267309,25609.01734705346,23794.55665294654
2018-07-06,24352.47,24520.29,24281.47,24456.48,24456.48,219450000.0,24662.5405,24509.647511177704,33.09784057584645,24662.5405,438.16270555792863,25538.865911115856,23786.215088884142
2018-07-09,24519.2,24796.52,24518.43,24776.59,24776.59,240580000.0,24635.5435,24535.070605351255,44.961292172417075,24635.5435,411.5741818698594,25458.691863739718,23812.395136260282
2018-07-10,24806.97,24945.38,24806.97,24919.66,24919.66,235040000.0,24615.411,24571.698166746373,55.63151492755634,24615.411,385.21630597421876,25385.843611948436,23844.978388051564
2018-07-11,24789.48,24815.16,24663.82,24700.45,24700.45,237370000.0,24584.396999999997,24583.960246103863,51.00343024924599,24584.396999999997,348.6786955003007,25281.7543910006,23887.039608999396
2018-07-12,24802.9,24939.97,24802.9,24924.89,24924.89,233150000.0,24570.5815,24616.42974647492,60.75410368925724,24570.5815,327.802251257084,25226.18600251417,23914.97699748583
2018-07-13,24926.07,25043.21,24890.06,25019.41,25019.41,255520000.0,24562.786500000002,24654.808818239217,60.29931231445644,24562.786500000002,314.23819542833184,25191.262890856666,23934.31010914334
2018-07-16,25025.58,25072.41,24979.64,25064.36,25064.36,231270000.0,24561.480499999998,24693.813692692624,71.98467823203703,24561.480499999998,311.9757631523249,25185.432026304647,23937.52897369535
2018-07-17,25033.92,25155.39,24989.61,25119.89,25119.89,250450000.0,24568.1015,24734.39238862666,72.36231667165518,24568.1015,322.7126815519889,25213.52686310398,23922.67613689602
2018-07-18,25133.79,25215.32,25101.12,25199.29,25199.29,252870000.0,24593.0555,24778.668351614597,80.30243607270121,24593.0555,351.47944809985785,25296.014396199713,23890.096603800284
2018-07-19,25139.15,25154.17,25052.62,25064.5,25064.5,285760000.0,24613.3905,24805.890413365585,73.2940911611766,24613.3905,366.8511865288611,25347.092873057725,23879.688126942277
2018-07-20,25041.14,25124.1,24986.35,25058.12,25058.12,274080000.0,24643.211499999998,24829.912278759337,72.1959835006404,24643.211499999998,377.9448962658745,25399.10129253175,23887.321707468247
2018-07-23,25036.9,25081.45,24983.33,25044.29,25044.29,228820000.0,24666.3815,24850.32920459178,71.0572775317812,24666.3815,387.99400181575163,25442.369503631504,23890.393496368495
2018-07-24,25092.43,25286.62,25092.43,25241.94,25241.94,274940000.0,24715.838499999998,24887.625470821135,79.38850149266887,24715.838499999998,395.47077849697206,25506.780056993943,23924.896943006053
2018-07-25,25183.7,25432.87,25113.55,25414.1,25414.1,273670000.0,24772.388,24937.7659021715,79.27709909291275,24772.388,410.89785162431116,25594.183703248622,23950.592296751376
2018-07-26,25468.55,25587.24,25463.16,25527.07,25527.07,297530000.0,24842.862,24993.89010196469,79.42782062770411,24842.862,413.5441586374524,25669.950317274906,24015.773682725096
2018-07-27,25520.52,25580.22,25370.07,25451.06,25451.06,329680000.0,24904.6125,25037.430092253766,71.41296963001069,24904.6125,407.17936630685637,25718.971232613712,24090.253767386286
2018-07-30,25439.32,25500.16,25287.38,25306.83,25306.83,296880000.0,24956.383500000004,25063.087226324835,62.282766628385886,24956.383500000004,387.79637040285996,25731.976240805725,24180.790759194282
2018-07-31,25345.21,25490.98,25345.21,25415.19,25415.19,348700000.0,25011.784,25096.620823817706,74.39019396404639,25011.784,368.852301426152,25749.488602852303,24274.079397147696
2018-08-01,25461.63,25488.8,25278.32,25333.82,25333.82,315880000.0,25069.734,25119.211221549354,65.4645841999774,25069.734,317.97242375301806,25705.678847506035,24433.789152493966
2018-08-02,25256.45,25360.48,25120.07,25326.16,25326.16,307700000.0,25118.205,25138.920629020846,62.41611281561421,25118.205,274.4782491334584,25667.16149826692,24569.248501733084
2018-08-03,25360.37,25467.9,25325.17,25462.58,25462.58,239020000.0,25168.51,25169.745331018858,65.00723567186239,25168.51,236.36837665857666,25641.24675331715,24695.773246682846
2018-08-06,25437.43,25540.02,25381.38,25502.18,25502.18,238990000.0,25204.789500000003,25201.40577568373,64.58198240809268,25204.789500000003,228.60452179243399,25661.998543584872,24747.580456415133
2018-08-07,25551.65,25692.72,25551.65,25628.91,25628.91,239910000.0,25240.252,25242.120463713847,65.81625139895158,25240.252,236.90638934308788,25714.064778686177,24766.439221313824
2018-08-08,25615.72,25634.11,25557.48,25583.75,25583.75,217770000.0,25284.416999999998,25274.656610026814,70.46660307600149,25284.416999999998,212.00320767434155,25708.42341534868,24860.410584651316
2018-08-09,25589.79,25613.31,25492.69,25509.23,25509.23,214970000.0,25313.634,25296.996932881404,66.8743968219532,25313.634,199.7591181872469,25713.15223637449,24914.115763625505
2018-08-10,25401.19,25401.19,25222.88,25313.14,25313.14,234480000.0,25328.320499999998,25298.534367845077,58.849979920075306,25328.320499999998,187.4045745797578,25703.129649159513,24953.511350840483
2018-08-13,25327.19,25381.39,25153.93,25187.7,25187.7,219990000.0,25334.4875,25287.978713764594,48.12541473125421,25334.4875,180.15013600868096,25694.78777201736,24974.18722798264
2018-08-14,25215.69,25339.51,25201.87,25299.92,25299.92,219210000.0,25343.488999999998,25289.11597912035,45.88326915588626,25343.488999999998,173.22781525463384,25689.944630509264,24997.03336949073
2018-08-15,25235.37,25235.37,24965.77,25162.41,25162.41,295810000.0,25341.645,25277.04874301365,37.08088881330943,25341.645,175.03050704016053,25691.706014080322,24991.58398591968
2018-08-16,25294.97,25607.34,25294.97,25558.73,25558.73,342430000.0,25366.3565,25303.875529393303,53.10892049687286,25366.3565,168.61373969347716,25703.583979386956,25029.129020613047
2018-08-17,25550.8,25728.16,25521.66,25669.32,25669.32,284160000.0,25396.9165,25338.67976468918,60.67409113127875,25396.9165,165.16023184120453,25727.236963682408,25066.59603631759
2018-08-20,25727.7,25790.17,25716.41,25758.69,25758.69,248570000.0,25432.6365,25378.680739480686,60.229303156640896,25432.6365,162.10724037451337,25756.850980749026,25108.422019250975
2018-08-21,25786.99,25888.82,25784.9,25822.29,25822.29,241620000.0,25461.654000000002,25420.929240482525,64.70205811356652,25461.654000000002,177.39649006792453,25816.44698013585,25106.861019864155
2018-08-22,25825.06,25836.16,25722.43,25733.6,25733.6,200480000.0,25477.628999999997,25450.707408055616,61.69285870076794,25477.628999999997,187.01393285837318,25851.656865716745,25103.60113428325
2018-08-23,25714.86,25762.56,25608.02,25656.98,25656.98,213270000.0,25484.124499999998,25470.352416812224,55.77725473413925,25484.124499999998,191.03437950370778,25866.193259007414,25102.055740992582
2018-08-24,25688.58,25826.05,25688.58,25790.35,25790.35,200330000.0,25501.089,25500.828377115824,58.11184362385499,25501.089,202.65519840618654,25906.399396812372,25095.778603187628
2018-08-27,25882.71,26067.57,25882.71,26049.64,26049.64,220510000.0,25538.229499999998,25553.096150723843,61.02085614446849,25538.229499999998,231.23202804644515,26000.693556092887,25075.76544390711
2018-08-28,26092.7,26122.24,26037.85,26064.02,26064.02,211470000.0,25570.671000000002,25601.75556494062,62.78667312740616,25570.671000000002,257.1262927434658,26084.923585486933,25056.41841451307
2018-08-29,26082.53,26167.94,26035.3,26124.57,26124.57,214960000.0,25610.2085,25651.547415898658,66.50554709126416,25610.2085,278.6816808753761,26167.571861750752,25052.84513824925
2018-08-30,26099.01,26104.37,25934.8,25986.92,25986.92,240440000.0,25643.2465,25683.487662003547,68.65806380150642,25643.2465,282.37749284610396,26208.00148569221,25078.491514307792
2018-08-31,25964.85,26028.83,25879.77,25964.82,25964.82,273440000.0,25668.3585,25710.28121800321,72.82612526876034,25668.3585,287.7463065431245,26243.851113086246,25092.86588691375
2018-09-04,25916.07,25971.77,25805.95,25952.48,25952.48,254600000.0,25690.873499999998,25733.34776866957,70.36221121082393,25690.873499999998,291.6497566074932,26274.173013214986,25107.57398678501
2018-09-05,25919.84,26011.22,25871.04,25974.99,25974.99,289210000.0,25708.177499999998,25756.361314510563,77.31581707431857,25708.177499999998,297.97793736546794,26304.133374730933,25112.221625269063
2018-09-06,25973.02,26073.68,25880.84,25995.87,25995.87,262380000.0,25728.783499999998,25779.17166550956,69.65663614943246,25728.783499999998,303.1257164119587,26335.034932823914,25122.532067176082
2018-09-07,25951.02,26002.99,25818.39,25916.54,25916.54,281350000.0,25749.149,25792.25436403246,61.438168560536006,25749.149,301.2755768727368,26351.700153745474,25146.597846254528
2018-09-10,25991.91,26039.96,25854.13,25857.07,25857.07,252170000.0,25776.3455,25798.427281743654,54.681284379223094,25776.3455,283.89421613053173,26344.133932261062,25208.557067738937
2018-09-11,25841.14,26019.92,25754.32,25971.06,25971.06,265960000.0,25815.5135,25814.868493006164,56.75508777028071,25815.5135,250.4785063218236,26316.47051264365,25314.556487356353
2018-09-12,25989.07,26145.72,25929.43,25998.92,25998.92,282770000.0,25850.4635,25832.397207957958,62.75160043831827,25850.4635,221.88444093539349,26294.23238187079,25406.694618129215
2018-09-13,26083.94,26191.64,26067.08,26145.99,26145.99,260800000.0,25899.642499999998,25862.26318815244,72.01181141349858,25899.642499999998,162.37840956673767,26224.399319133474,25574.885680866522
2018-09-14,26169.56,26211.11,26068.29,26154.67,26154.67,228640000.0,25929.4395,25890.111455947444,68.4727715241862,25929.4395,150.7924120133103,26231.02432402662,25627.85467597338
2018-09-17,26151.66,26184.47,26030.35,26062.12,26062.12,230230000.0,25949.0795,25906.493222047688,50.76157000585821,25949.0795,140.34844751828277,26229.776395036566,25668.382604963434
2018-09-18,26076.21,26317.34,26076.21,26246.96,26246.96,243000000.0,25973.493,25938.91862947172,59.241074134691125,25973.493,147.75874693497013,26269.01049386994,25677.975506130057
2018-09-19,26287.84,26464.41,26280.76,26405.76,26405.76,251330000.0,26002.6665,25983.379712379174,62.921503212109506,26002.6665,171.95330587952765,26346.573111759055,25658.759888240944
2018-09-20,26519.39,26697.49,26519.39,26656.98,26656.98,260480000.0,26048.835499999997,26047.532120724012,77.88106254785141,26048.835499999997,214.58511895909473,26478.005737918185,25619.66526208181
2018-09-21,26726.25,26769.16,26680.37,26743.5,26743.5,657620000.0,26103.1615,26113.814775893155,80.75209705701158,26103.1615,245.47166643821242,26594.104832876423,25612.218167123574
2018-09-24,26705.25,26709.94,26548.68,26562.05,26562.05,254850000.0,26141.7465,26156.503844855713,71.23685695771235,26141.7465,254.2089917096931,26650.164483419387,25633.328516580616
2018-09-25,26601.58,26634.85,26475.58,26492.21,26492.21,234110000.0,26163.875,26188.47585963136,67.44418212478917,26163.875,264.8107233776531,26693.496446755307,25634.253553244693
2018-09-26,26536.86,26606.09,26349.34,26385.28,26385.28,262620000.0,26179.938,26207.21911109504,62.41305664467183,26179.938,268.15730052969866,26716.252601059394,25643.623398940603
2018-09-27,26418.27,26557.01,26379.95,26439.93,26439.93,226350000.0,26195.706,26229.382052895515,66.95058521766724,26195.706,273.9396828424033,26743.585365684805,25647.82663431519
2018-09-28,26407.66,26515.76,26383.57,26458.31,26458.31,264030000.0,26219.2755,26251.184714524512,70.00425877373935,26219.2755,275.306039019846,26769.887578039692,25668.663421960307
2018-10-01,26598.36,26737.98,26596.05,26651.21,26651.21,238320000.0,26253.595,26289.282360760273,71.50073655393909,26253.595,284.54378411582917,26822.68256823166,25684.507431768343
2018-10-02,26648.91,26824.78,26627.66,26773.94,26773.94,258290000.0,26294.667999999998,26335.44023116406,73.11339886434126,26294.667999999998,297.7712815073598,26890.210563014716,25699.12543698528
2018-10-03,26833.47,26951.81,26789.08,26828.39,26828.39,280130000.0,26337.338,26382.38782819605,71.54121999570685,26337.338,310.4273418946847,26958.19268378937,25716.48331621063
2018-10-04,26784.08,26793.82,26471.61,26627.48,26627.48,289600000.0,26368.9185,26405.729939796427,63.30981831694041,26368.9185,305.9560497208712,26980.830599441742,25757.006400558257
2018-10-05,26632.77,26676.16,26301.81,26447.05,26447.05,267100000.0,26395.444,26409.66518362534,60.32509857568197,26395.444,287.08692649111816,26969.617852982235,25821.270147017764
2018-10-08,26399.45,26529.35,26223.09,26486.78,26486.78,273020000.0,26426.9295,26417.009451851496,56.97581067402002,26426.9295,257.9910372469343,26942.911574493868,25910.94742550613
2018-10-09,26469.19,26539.94,26324.16,26430.57,26430.57,282560000.0,26449.905,26418.300932627542,50.76746991678787,26449.905,234.6629061463816,26919.23081229276,25980.579187707237
2018-10-10,26441.73,26487.87,25567.1,25598.74,25598.74,438200000.0,26429.895999999997,26340.247510472538,25.91581093875176,26429.895999999997,286.4808339580074,27002.85766791601,25856.934332083983
2018-10-11,25518.39,25683.64,24899.77,25052.83,25052.83,522880000.0,26375.238,26217.63631899896,18.176821578481764,26375.238,417.7201473487525,27210.678294697507,25539.797705302495
2018-10-12,25407.63,25467.55,25000.83,25339.99,25339.99,397510000.0,26334.503999999997,26134.050955284772,27.877743423386917,26334.503999999997,476.0149993368844,27286.533998673767,25382.474001326227
2018-10-15,25332.46,25482.42,25243.88,25250.55,25250.55,287320000.0,26293.9255,26049.908007162412,27.681312597513724,26293.9255,531.7818235693029,27357.489147138607,25230.361852861395
2018-10-16,25351.53,25817.68,25351.53,25798.42,25798.42,305800000.0,26271.498499999998,26025.95676838504,40.894619251536014,26271.498499999998,543.202336318476,27357.90317263695,25185.093827363045
2018-10-17,25705.87,25810.09,25479.16,25706.68,25706.68,298210000.0,26236.5445,25995.54945711027,38.75276483346574,26236.5445,556.4390982278178,27349.422696455636,25123.666303544363
2018-10-18,25645.56,25691.46,25236.01,25379.45,25379.45,328020000.0,26172.667999999998,25936.873318337864,34.88373396403007,26172.667999999998,578.523790982392,27329.71558196478,25015.620418035214
2018-10-19,25421.09,25608.71,25350.02,25444.34,25444.34,350810000.0,26107.71,25889.965383258066,32.46098711535721,26107.71,583.966808087047,27275.643616174093,24939.776383825905
2018-10-22,25492.14,25561.34,25236.05,25317.41,25317.41,314940000.0,26045.478,25835.43629913825,28.85857527295316,26045.478,599.1230540469381,27243.724108093877,24847.23189190612
2018-10-23,25038.46,25307.7,24768.79,25191.43,25191.43,436430000.0,25980.439,25774.10236588699,26.722995455398603,25980.439,618.3699846319244,27217.17896926385,24743.69903073615
2018-10-24,25172.88,25306.23,24533.19,24583.42,24583.42,496400000.0,25890.346,25660.704045326325,23.950134578524498,25890.346,684.0544068112528,27258.454813622506,24522.237186377497
2018-10-25,24736.54,25104.29,24645.56,24984.55,24984.55,439670000.0,25817.577,25596.308421961912,32.35426128000077,25817.577,699.7441438960673,27217.065287792135,24418.088712207868
2018-10-26,24770.25,24916.16,24445.19,24688.31,24688.31,505310000.0,25729.076999999997,25509.832381775064,29.565488107222478,25729.076999999997,725.8844206759056,27180.84584135181,24277.308158648186
2018-10-29,24818.98,25040.58,24122.23,24442.92,24442.92,443850000.0,25618.6625,25408.22167874887,28.346859850754385,25618.6625,745.9116278323584,27110.485755664715,24126.839244335282
2018-10-30,24482.04,24906.68,24415.69,24874.64,24874.64,470050000.0,25523.697500000002,25357.40437601088,41.35844607173885,25523.697500000002,711.1826816972152,26946.062863394432,24101.33213660557
2018-10-31,25008.82,25336.55,25008.82,25115.76,25115.76,448930000.0,25438.066,25334.390625914606,50.809941181770164,25438.066,645.933463115683,26729.932926231366,24146.199073768632
2018-11-01,25142.08,25396.47,25108.11,25380.74,25380.74,383970000.0,25375.729,25338.804852017976,50.52748487445213,25375.729,582.1120036999454,26539.95300739989,24211.50499260011
2018-11-02,25443.6,25578.98,25078.72,25270.83,25270.83,429480000.0,25316.918,25332.331056587693,50.261128880236136,25316.918,524.7723191973587,26366.462638394718,24267.373361605285
2018-11-05,25261.47,25507.35,25261.47,25461.7,25461.7,334740000.0,25265.663999999997,25344.651908341246,45.22537392162539,25265.663999999997,449.1031431806294,26163.870286361256,24367.457713638738
2018-11-06,25452.83,25651.86,25444.9,25635.01,25635.01,265450000.0,25225.886,25372.305059927792,49.006710628071524,25225.886,368.49221403469795,25962.870428069393,24488.901571930604
2018-11-07,25788.46,26200.14,25765.88,26180.3,26180.3,361780000.0,25254.964,25449.256958982285,60.46652046516123,25254.964,418.95352717277603,26092.871054345553,24417.056945654447
2018-11-08,26139.59,26277.82,26081.9,26191.22,26191.22,295650000.0,25311.8835,25519.920105745878,59.90084309878572,25311.8835,464.8621558367552,26241.60781167351,24382.15918832649
2018-11-09,26149.11,26161.49,25882.91,25989.3,25989.3,324450000.0,25344.349,25564.6229528177,58.733125541035484,25344.349,488.9765154181868,26322.30203083637,24366.395969163626
2018-11-12,25959.33,25966.71,25340.51,25387.18,25387.18,346910000.0,25351.1805,25547.72362397792,52.26408940232666,25351.1805,488.5513211362072,26328.283142272412,24374.077857727585
2018-11-13,25321.21,25511.03,25193.78,25286.49,25286.49,339690000.0,25325.584,25522.844231218118,59.213074711514054,25325.584,477.1639654458261,26279.911930891652,24371.256069108345
2018-11-14,25388.08,25501.29,24935.82,25080.5,25080.5,384240000.0,25294.275,25480.716209197344,51.32510419917856,25294.275,471.35027118066887,26236.97554236134,24351.574457638664
2018-11-15,25061.48,25354.56,24787.79,25289.27,25289.27,392750000.0,25289.766,25462.483236892836,58.50495329748086,25289.766,470.9237357230501,26231.6134714461,24347.9185285539
2018-11-16,25242.35,25510.23,25147.8,25413.22,25413.22,354460000.0,25288.21,25457.7915000459,64.22076703912582,25288.21,470.43728137260536,26229.08456274521,24347.335437254787
2018-11-19,25392.61,25392.61,24900.98,25017.44,25017.44,358090000.0,25273.211499999998,25415.853261946293,52.11516699154525,25273.211499999998,474.22391620163575,26221.65933240327,24324.763667596726
2018-11-20,24618.68,24707.26,24368.98,24465.64,24465.64,445920000.0,25236.922,25325.35676080855,41.1819439546429,25236.922,507.4198453123663,26251.76169062473,24222.082309375266
2018-11-21,24541.65,24669.79,24463.28,24464.69,24464.69,289370000.0,25230.9855,25243.388497874403,36.616339447208986,25230.9855,516.0883056882236,26263.162111376445,24198.808888623553
2018-11-23,24336.4,24408.8,24268.74,24285.95,24285.95,155940000.0,25196.0555,25152.20387902922,35.894417232390936,25196.0555,555.7619325941387,26307.579365188278,24084.53163481172
2018-11-26,24364.13,24673.29,24364.13,24640.24,24640.24,306280000.0,25193.652,25103.445414359772,38.761041121679476,25193.652,558.1720650442585,26309.996130088515,24077.30786991148
2018-11-27,24557.02,24750.73,24416.03,24748.73,24748.73,308250000.0,25208.942499999997,25069.662993944556,37.65523581357776,25208.942499999997,540.4309241694694,26289.804348338937,24128.080651661057
2018-11-28,24832.84,25368.93,24832.84,25366.43,25366.43,362160000.0,25233.532,25097.92651833079,38.887963496454255,25233.532,535.5861212933811,26304.704242586762,24162.359757413236
2018-11-29,25343.65,25479.04,25202.79,25338.84,25338.84,305110000.0,25244.685999999998,25120.870659442146,38.41490929058003,25244.685999999998,535.3271832636896,26315.340366527376,24174.03163347262
2018-11-30,25307.14,25549.71,25250.97,25538.46,25538.46,482250000.0,25252.572,25160.64107282861,43.86859169640526,25252.572,538.588670406749,26329.749340813498,24175.394659186502
2018-12-03,25779.57,25980.21,25670.51,25826.43,25826.43,388480000.0,25280.352,25224.049542083027,56.531928751788186,25280.352,553.6967839949044,26387.74556798981,24172.95843201019
2018-12-04,25752.56,25773.12,25008.11,25027.07,25027.07,418900000.0,25258.6205,25205.28958569417,46.80595912336861,25258.6205,554.7328402077738,26368.08618041555,24149.15481958445
2018-12-06,24737.42,24951.01,24242.22,24947.67,24947.67,471690000.0,25224.2535,25180.754387056626,48.31194512010693,25224.2535,551.4689140475391,26327.191328095076,24121.315671904922
2018-12-07,24918.82,25095.62,24284.78,24388.95,24388.95,398230000.0,25134.686,25105.344445432187,39.492946437741,25134.686,533.1881067236576,26201.062213447316,24068.309786552687
2018-12-10,24360.95,24500.81,23881.37,24423.26,24423.26,389690000.0,25046.288,25040.384022057693,38.19992752793985,25046.288,493.91456314883294,26034.117126297668,24058.458873702333
2018-12-11,24719.91,24791.26,24221.06,24370.24,24370.24,342960000.0,24965.335,24976.56078186172,41.59908202577391,24965.335,462.93013114402663,25891.195262288053,24039.474737711946
2018-12-12,24509.09,24828.29,24509.09,24527.27,24527.27,344330000.0,24922.339500000002,24933.771183589175,50.89133082069544,24922.339500000002,461.6194205924715,25845.578341184944,23999.10065881506
2018-12-13,24575.86,24740.96,24473.29,24597.38,24597.38,299970000.0,24887.884000000002,24901.733928009253,51.881407120677224,24887.884000000002,458.71713335754004,25805.318266715083,23970.44973328492
2018-12-14,24408.04,24431.14,24033.79,24100.51,24100.51,416940000.0,24838.8845,24825.426887246467,47.58823039786912,24838.8845,488.43706876301866,25815.758637526036,23862.010362473964
2018-12-17,23986.83,24088.08,23456.88,23592.98,23592.98,466740000.0,24754.07,24708.050993222994,36.901784016889586,24754.07,549.5646874907503,25853.1993749815,23654.9406250185
2018-12-18,23769.13,23927.77,23516.02,23675.64,23675.64,408070000.0,24667.191,24609.726136725563,36.49144362003982,24667.191,576.5587064909229,25820.308412981845,23514.073587018152
