ds,y,yhat,yhat_lower,yhat_upper,Forecast_Anomaly
2018-10-26,24688.31,24813.545241094595,23687.318138277933,25907.374839016054,0
2018-10-29,24442.92,24878.15448179382,23840.17655674846,25981.4276713326,0
2018-10-30,24874.64,24919.453800313382,23831.68585853423,26056.77553873654,0
2018-10-31,25115.76,24933.435765043847,23781.387420601695,26010.58697144316,0
2018-11-01,25380.74,24948.51532723746,23786.951824802254,26059.104629472036,0
2018-11-02,25270.83,24986.127368404246,23820.841697330914,26038.456332036316,0
2018-11-05,25461.7,25052.214716757782,23936.85561493924,26147.818461269155,0
2018-11-06,25635.01,25092.440451581413,23995.29244467905,26285.44226051826,0
2018-11-07,26180.3,25104.63030786614,24059.16723505474,26239.605013847795,0
2018-11-08,26191.22,25117.213383334278,24092.1086580817,26147.99148099422,1
2018-11-09,25989.3,25151.62042978291,24044.272416195083,26287.625286488783,0
2018-11-12,25387.18,25203.52935737565,24129.07088640619,26299.14437141085,0
2018-11-13,25286.49,25237.32296545977,24184.135338708038,26304.336485171498,0
2018-11-14,25080.5,25242.103931028432,24179.98533033572,26317.263892983814,0
2018-11-15,25289.27,25246.215958343364,24135.212093424536,26372.009332700403,0
2018-11-16,25413.22,25271.003373212177,24143.140266572613,26249.501140148313,0
2018-11-19,25017.44,25286.393824163017,24250.068657117667,26352.210882344745,0
2018-11-20,24465.64,25305.276306458185,24161.779444215626,26391.88487475584,0
2018-11-21,24464.69,25293.73897306115,24303.574522077713,26467.49312758798,0
2018-11-23,24285.95,25285.896591873367,24213.45672718805,26338.21318791988,0
2018-11-26,24640.24,25237.315793247057,24178.484473374567,26345.50960088461,0
2018-11-27,24748.73,25233.165459355238,24177.222975667893,26341.834916487947,0
2018-11-28,25366.43,25198.129180962525,24154.17297708124,26375.266147507697,0
2018-11-29,25338.84,25160.859274120696,24071.731936285567,26309.09644214255,0
2018-11-30,25538.46,25143.074682411807,23983.272528306024,26323.772945385594,0
2018-12-03,25826.43,25028.277056614996,23990.50044044188,26155.225792915197,0
2018-12-04,25027.07,25004.7601413521,23802.353673080517,26007.211671656434,0
2018-12-06,24947.67,24900.00376322505,23805.048227992866,26068.530936661627,0
2018-12-07,24388.95,24869.820478878555,23785.418121299328,25957.097794373112,0
2018-12-10,24423.26,24736.50457992112,23694.60571679621,25776.949564333958,0
2018-12-11,24370.24,24713.691170811155,23541.687195641836,25862.051693857036,0
2018-12-12,24527.27,24665.57846557144,23586.840982111957,25804.441056823947,0
2018-12-13,24597.38,24621.17439230626,23492.084906158998,25622.651347165836,0
2018-12-14,24100.51,24602.453820888728,23557.790852990816,25684.39681190115,0
2018-12-17,23592.98,24522.891335604163,23426.144637233374,25564.21301634898,0
2018-12-18,23675.64,24523.469969101123,23429.6806935992,25657.865225998507,0
2018-12-19,23323.66,24500.83084910125,23377.98782360886,25576.153564444223,1
2018-12-20,22859.6,24512.879600656728,23282.26052473696,25600.804573587386,1
2018-12-21,22445.37,24551.693616345176,23488.782961673267,25620.18557037333,1
2018-12-24,21792.2,24645.591570556982,23481.24955571112,25761.148680216815,1
2018-12-26,22878.45,24734.123534515642,23628.226573598247,25788.36022150501,1
2018-12-27,23138.82,24768.924936314856,23686.369232344732,25752.73466953204,1
2018-12-28,23062.4,24827.728480537164,23754.226078451957,25926.63626779999,1
2018-12-31,23327.46,24961.191674531354,23781.51333728255,26059.700482228476,1
2019-01-02,23346.24,25056.64359628261,23987.42036693494,26137.326958272755,1
2019-01-03,22686.22,25088.800947610496,23998.931456656945,26147.123770420432,1
2019-01-04,23433.16,25140.99495222679,24125.224718999503,26238.77414330596,1
2019-01-07,23531.35,25233.265357240252,24161.746403432302,26375.255283278348,1
2019-01-08,23787.45,25275.90738552575,24157.849927189316,26367.74757838535,1
2019-01-09,23879.12,25287.36339837563,24241.324529498095,26399.26723383708,1
2019-01-10,24001.92,25296.218804149783,24139.304522634007,26454.600934494894,1
2019-01-11,23995.95,25324.166165099014,24185.07373327342,26447.857708636962,1
2019-01-14,23909.84,25344.458016793717,24317.32791948808,26475.768539501492,1
2019-01-15,24065.59,25365.487169573,24254.292470044147,26384.271333898803,1
2019-01-16,24207.16,25357.517881570875,24252.146632999396,26366.915756422717,1
2019-01-17,24370.1,25349.66181469296,24325.87411408123,26445.13515573014,0
2019-01-18,24706.35,25364.069368128865,24220.231618983184,26476.96833046645,0
2019-01-22,24404.48,25389.064262672102,24268.85817357733,26469.332499877153,0
2019-01-23,24575.62,25387.12381211811,24314.707912249753,26541.277943965422,0
2019-01-24,24553.24,25389.224460873367,24264.588331489136,26433.242697199355,0
2019-01-25,24737.2,25417.267882702603,24317.93480537119,26429.610181084252,0
2019-01-28,24528.22,25478.26151564117,24352.340146146587,26573.992472726102,0
2019-01-29,24579.96,25525.169776165465,24489.371890841114,26711.366575530825,0
2019-01-30,25014.86,25548.212219925757,24463.087223778253,26632.07692880824,0
2019-01-31,24999.67,25575.645405727453,24484.077583581064,26651.604737428697,0
2019-02-01,25063.89,25628.628350971303,24520.077444722272,26671.1454592258,0
2019-02-04,25239.37,25754.609002755133,24728.586699278807,26772.20544859923,0
2019-02-05,25411.52,25817.521479428844,24680.706030712376,26900.517248460947,0
2019-02-06,25390.3,25852.66471076571,24680.17781331595,26978.963959439992,0
2019-02-07,25169.53,25887.75420078762,24807.124594989134,26902.094721474932,0
2019-02-08,25106.33,25943.496810582874,24848.335091324134,27021.03878467492,0
2019-02-11,25053.11,26045.416161150206,24792.576247663048,27255.108451113647,0
2019-02-12,25425.76,26089.114937802904,25050.831071455923,27179.285491718278,0
2019-02-13,25543.27,26099.542374275217,24925.099982180378,27173.36643898422,0
2019-02-14,25439.39,26104.652211861125,24961.421047685286,27246.10695902236,0
2019-02-15,25883.25,26125.50594622887,24929.636625164916,27194.153971462154,0
2019-02-19,25891.32,26093.192145097557,25062.05155154454,27153.15378095173,0
2019-02-20,25954.44,26053.006447101736,24957.023368743136,27139.44570667792,0
2019-02-21,25850.63,26006.624554944912,24851.167636716713,27058.75487340567,0
2019-02-22,26031.81,25975.96683160842,24909.11316140742,27057.34815327899,0
2019-02-25,26091.95,25802.86194545037,24619.68306191246,26797.802243752732,0
2019-02-26,26057.98,25754.537147576906,24641.028055300274,26847.614123015777,0
2019-02-27,25985.16,25675.296408155133,24587.109560665955,26835.012607620978,0
2019-02-28,25916.0,25594.58815159978,24507.40910895147,26740.95862476861,0
2019-03-01,26026.32,25534.911800146292,24474.5758278675,26615.7844898414,0
2019-03-04,25819.65,25310.94142299962,24219.139380577464,26378.156683660272,0
2019-03-05,25806.63,25258.646496548055,24083.01896893733,26357.173850995983,0
2019-03-06,25673.46,25182.11459144035,24072.899970939852,26280.442120747226,0
2019-03-07,25473.23,25110.741320822333,24119.99784941542,26205.79370370455,0
2019-03-08,25450.24,25066.86769774163,23976.571589250085,26244.522919270647,0
2019-03-11,25650.88,24926.07799102564,23800.981080111236,26022.458938474065,0
2019-03-12,25554.66,24912.000023353175,23857.680197285143,26018.86540285511,0
2019-03-13,25702.89,24878.038233783645,23745.65395702986,26060.079382632834,0
2019-03-14,25709.94,24852.972840507715,23667.967617878166,25979.013460624024,0
2019-03-15,25848.87,24858.493411202857,23821.439921886016,26011.110540604248,0
2019-03-18,25914.1,24877.61311712953,23736.489241330626,25967.114904613107,0
2019-03-19,25887.38,24918.475637842184,23787.28183025807,25976.99369468687,0
2019-03-20,25745.67,24939.171982432446,23876.90257088041,25994.99172625826,0
2019-03-21,25962.51,24967.862999427274,23873.1512658368,26014.30598823865,0
2019-03-22,25502.32,25025.65767790105,23952.685363507953,26177.12648199745,0
2019-03-25,25516.83,25187.60260373115,24086.379310220454,26286.44614043542,0
2019-03-26,25657.73,25269.967610700467,24141.017003425022,26398.93111398458,0
2019-03-27,25625.59,25328.530611223687,24246.460909200054,26413.03893486588,0
2019-03-28,25717.46,25391.185522167725,24216.62744489038,26542.132356981492,0
2019-03-29,25928.68,25478.827773872345,24325.953677239584,26544.905631071302,0
2019-04-01,26258.42,25704.224632873193,24641.617025524487,26815.77295097697,0
2019-04-02,26179.13,25798.802019609502,24719.738944051038,26982.320143814595,0
2019-04-03,26218.13,25865.08530611479,24762.456369320385,26894.55403056509,0
2019-04-04,26384.63,25931.004826694596,24805.768751980417,26956.04996100983,0
2019-04-05,26424.99,26017.520593503235,24937.884985478762,27134.805818517834,0
2019-04-08,26341.02,26214.194413033227,25089.793959686962,27313.38210973679,0
2019-04-09,26150.58,26291.186534303808,25181.86526211547,27378.27004824933,0
2019-04-10,26157.16,26336.14365137867,25209.853359015255,27421.114760781165,0
2019-04-11,26143.05,26377.18118492919,25257.824620061958,27495.9958687972,0
2019-04-12,26412.3,26435.46208059455,25348.941115033114,27555.79916959686,0
2019-04-15,26384.77,26529.63207678682,25475.191728296242,27628.431861760608,0
2019-04-16,26452.66,26567.401831945062,25432.000854693197,27679.589573845034,0
2019-04-17,26449.54,26571.10691968926,25513.263705937024,27682.895983159604,0
2019-04-18,26559.54,26569.199012691253,25407.002819929632,27584.604731321313,0
2019-04-22,26511.05,26540.57755491499,25500.733596773076,27598.91970248797,0
2019-04-23,26656.39,26532.88698892052,25448.806842170812,27633.294462190697,0
2019-04-24,26597.05,26491.98321919515,25357.270005682778,27503.056631571424,0
2019-04-25,26462.08,26446.81013071615,25435.338090897043,27553.90510366024,0
2019-04-26,26543.33,26419.39322316226,25160.146114485353,27471.69998469724,0
2019-04-29,26554.39,26268.533465890076,25116.484931391584,27360.735583731344,0
2019-04-30,26592.91,26231.698441512257,25219.456995837936,27308.42024509475,0
2019-05-01,26430.14,26165.847452398488,25039.891540046785,27205.302006548365,0
2019-05-02,26307.79,26100.30449789336,24936.518336436442,27192.014665182436,0
2019-05-03,26504.95,26057.42326856508,24906.62073448654,27132.645378676538,0
2019-05-06,26438.48,25891.923151872616,24810.024164483737,26950.032464587268,0
2019-05-07,25965.09,25861.190686544,24836.39884003788,27001.105526698037,0
2019-05-08,25967.33,25806.923915996475,24668.02772639225,26983.921985855242,0
2019-05-09,25828.36,25758.306748464616,24663.90565230764,26818.696843417856,0
2019-05-10,25942.37,25737.460476806005,24660.45124099151,26913.973642217155,0
2019-05-13,25324.99,25665.037322905777,24528.47610207521,26818.38865974899,0
2019-05-14,25532.05,25672.66820611803,24615.918857368262,26786.389185560693,0
2019-05-15,25648.02,25659.41778984254,24541.01168970837,26735.650787427112,0
2019-05-16,25862.68,25653.76633443679,24465.906128280625,26725.866251046427,0
2019-05-17,25764.0,25677.08500052601,24534.233761893916,26839.805135691568,0
2019-05-20,25679.9,25736.44762682963,24779.605392921767,26845.076099237303,0
2019-05-21,25877.33,25785.108858908407,24680.682112719445,26907.15724715559,0
2019-05-22,25776.61,25810.151362394867,24712.147860264962,26881.741015467127,0
2019-05-23,25490.47,25839.341938806127,24777.01336350416,26952.830102786404,0
2019-05-24,25585.69,25893.399829603666,24752.97665208569,27042.703727430704,0
2019-05-28,25347.77,26073.23341566833,25003.134344670976,27217.296447872082,0
2019-05-29,25126.41,26101.798167617344,25001.06082040471,27261.996320812814,0
2019-05-30,25169.88,26128.481304992045,24969.656761219354,27227.85120351138,0
2019-05-31,24815.04,26174.08563095649,25129.74605687826,27261.086639652134,1
2019-06-03,24819.78,26237.352683700963,25085.84611884158,27250.546633455295,1
2019-06-04,25332.18,26266.4986894426,25153.488510168114,27240.81189626643,0
2019-06-05,25539.57,26262.229868503877,25200.15930553453,27362.574218899972,0
2019-06-06,25720.66,26252.985459780626,25158.176820322427,27349.569545809834,0
2019-06-07,25983.94,26260.344012777095,25219.598294761854,27414.650174343577,0
2019-06-10,26062.68,26203.32132205051,25107.818421064014,27226.042623649086,0
2019-06-11,26048.51,26193.37771161508,25089.110016284063,27228.244695392917,0
2019-06-12,26004.83,26151.922307347773,25065.646059694565,27300.265035209868,0
2019-06-13,26106.77,26108.17789433912,25009.320423570323,27180.937885649168,0
2019-06-14,26089.61,26084.44487494845,24894.36968099864,27274.67759183845,0
2019-06-17,26112.53,25960.5780606149,24828.914311344204,27046.72663521032,0
2019-06-18,26465.54,25938.657970244094,24822.299270738567,27093.167738625936,0
2019-06-19,26504.0,25890.844698372985,24843.017165021825,27054.611405578376,0
2019-06-20,26753.17,25846.460268565887,24789.75345075431,26972.394854309245,0
2019-06-21,26719.13,25827.781406923652,24698.774753902257,26912.369370555167,0
2019-06-24,26727.54,25751.221673010394,24713.987497388716,26884.445644492873,0
2019-06-25,26548.22,25754.562799877924,24575.02829494133,26850.900492445413,0
2019-06-26,26536.82,25735.905128272832,24650.908662273298,26873.084256764774,0
2019-06-27,26526.58,25723.941978993502,24611.927888393373,26764.20270368223,0
2019-06-28,26599.96,25740.263857885406,24688.11989363161,26736.513405615213,0
2019-07-01,26717.43,25776.81178076964,24724.595148538257,27009.76830906681,0
2019-07-02,26786.68,25818.052758492344,24745.06378846341,26972.689767316362,0
2019-07-03,26966.0,25836.17838993303,24750.73278353383,26825.415327539693,1
2019-07-05,26922.12,25908.124272384415,24763.689920781853,27035.889359058223,0
2019-07-08,26806.14,26023.045569702845,24927.651641444034,27095.672837349066,0
2019-07-09,26783.49,26082.72406841245,25044.862769820742,27246.664715122693,0
2019-07-10,26860.2,26115.078641434997,24937.6451762212,27143.235469076164,0
2019-07-11,27088.08,26148.063841977677,25074.61553555329,27282.699225119297,0
2019-07-12,27332.03,26202.691177291323,25160.234068673853,27401.67348707341,0
2019-07-15,27359.16,26311.06200826678,25304.283561005705,27440.664486931848,0
2019-07-16,27335.63,26361.66412965872,25321.185262530147,27435.22689411486,0
2019-07-17,27219.85,26382.171146440873,25341.027448016554,27482.54611014074,0
2019-07-18,27222.97,26401.021395893098,25384.460201825164,27482.42735385674,0
2019-07-19,27154.2,26439.743601424856,25272.50939605029,27582.003490343202,0
2019-07-22,27171.9,26495.149983644627,25508.254651882886,27623.338381496826,0
2019-07-23,27349.19,26528.105420251537,25351.971652863893,27582.821560880126,0
2019-07-24,27269.97,26531.78529837245,25471.62280174116,27677.02652168866,0
2019-07-25,27140.98,26535.053838589793,25420.039255289597,27596.43624072186,0
2019-07-26,27192.45,26559.809089535767,25440.681547821066,27638.901193229623,0
2019-07-29,27221.35,26585.695237704935,25472.82939227991,27661.07294350618,0
2019-07-30,27198.02,26613.468831954415,25489.67020748952,27650.14219803172,0
2019-07-31,26864.27,26614.372236432173,25511.565139064718,27714.491806878155,0
2019-08-01,26583.42,26617.203725829066,25560.518457414037,27677.114702136005,0
2019-08-02,26485.01,26643.72594316086,25603.702116412,27805.225006183202,0
2019-08-05,25717.74,26685.877197503953,25651.337923007588,27782.371862072185,0
2019-08-06,26029.52,26721.730417470262,25552.190069397275,27825.969760222826,0
2019-08-07,26007.07,26731.456399382987,25657.440013730084,27852.944194516574,0
2019-08-08,26378.19,26743.47163977445,25681.378175805094,27845.418437974353,0
2019-08-09,26287.44,26779.152338591386,25675.072226158485,27921.352138127866,0
2019-08-12,25896.44,26844.917645897378,25752.706398517163,27931.815925158797,0
2019-08-13,26279.91,26886.238802423068,25854.622972116784,27999.42740510396,0
2019-08-14,25479.42,26899.762868210655,25773.730698663596,28012.37939101481,1
2019-08-15,25579.39,26913.693858830782,25855.36428615668,28018.16539043077,1
2019-08-16,25886.01,26949.24801671553,25869.070212021667,28015.263973550693,0
2019-08-19,26135.79,27001.61659668515,25821.394640035855,28095.22287237626,0
2019-08-20,25962.44,27034.158530750745,25923.594804655364,28103.033701876207,0
2019-08-21,26202.73,27036.892491201488,25936.16510570661,28212.967188606886,0
2019-08-22,26252.24,27038.18207656042,25964.288379137473,28114.74669488021,0
2019-08-23,25628.9,27059.44356766637,25962.587826374755,28216.523332597917,1
2019-08-26,25898.83,27061.488888770546,25966.199032746274,28146.926461367442,1
2019-08-27,25777.9,27075.696010433097,25975.963097137363,28196.0633870469,1
2019-08-28,26036.1,27059.798156564233,25997.89827451089,28172.48721723111,0
2019-08-29,26362.25,27042.445898898404,25915.264293163542,28217.702091925163,0
2019-08-30,26403.28,27045.33025542551,25898.619982476703,28127.385341232686,0
2019-09-03,26118.02,26995.44968398593,25903.593034882124,28080.682830767564,0
2019-09-04,26355.47,26965.788859934124,25865.69132898784,28059.339796066623,0
2019-09-05,26728.15,26936.03368108772,25867.26782982517,27987.19160007472,0
2019-09-06,26797.46,26927.938575529737,25827.834723597825,27996.199415492894,0
2019-09-09,26835.51,26854.602998803526,25734.713203068743,27899.64405570796,0
2019-09-10,26909.43,26848.47729397835,25825.268096892476,27908.498912554616,0
2019-09-11,27137.04,26814.782898100188,25717.97560894147,27969.966672112936,0
2019-09-12,27182.45,26782.17384150188,25688.32976620503,27909.45018119082,0
2019-09-13,27219.52,26772.297958618612,25766.690028293207,27889.73690335678,0
2019-09-16,27076.82,26698.944009898176,25564.438202941255,27749.4041784339,0
2019-09-17,27110.8,26694.23416265166,25686.611974142637,27861.041342219196,0
2019-09-18,27147.08,26662.515258747953,25584.993496633968,27774.829164789015,0
2019-09-19,27094.79,26632.373102466485,25569.529276894773,27704.94385268956,0
2019-09-20,26935.07,26625.406006275323,25501.92265427495,27733.488950882318,0
2019-09-23,26949.99,26563.23927680413,25459.36992512133,27637.81399574031,0
2019-09-24,26807.77,26563.11649225423,25438.05746695262,27694.799559567,0
2019-09-25,26970.71,26536.47880989925,25427.288733203444,27584.804389265162,0
2019-09-26,26891.12,26511.974123814172,25436.816004156808,27588.913997483938,0
2019-09-27,26820.25,26511.273711399066,25428.51835754906,27623.28976087306,0
2019-09-30,26916.83,26472.491795569487,25449.693618233887,27579.961568342078,0
2019-10-01,26573.04,26481.958669414624,25410.831824269768,27595.32889283658,0
2019-10-02,26078.62,26465.924433052955,25414.96512026584,27655.020529313028,0
2019-10-03,26201.04,26453.08816805174,25345.056145136023,27551.70842954821,0
2019-10-04,26573.72,26465.154856670266,25384.169507462517,27625.968743362788,0
2019-10-07,26478.02,26471.285507525492,25322.34760183867,27501.713677670727,0
2019-10-08,26164.04,26497.815624822993,25428.138621219936,27571.001170839412,0
2019-10-09,26346.01,26499.774076304522,25321.904846712263,27523.12380021824,0
2019-10-10,26496.67,26505.754269017805,25444.208624522227,27579.49741896872,0
2019-10-11,26816.59,26537.33393999801,25417.9571652743,27647.871458034133,0
2019-10-14,26787.36,26604.644881446216,25463.08962783974,27627.03672608569,0
2019-10-15,27024.8,26651.872620283168,25569.1229492716,27818.833047465818,0
2019-10-16,27001.98,26674.37520002273,25584.575829712656,27686.311211298456,0
2019-10-17,27025.88,26700.56148024878,25621.47593541491,27785.93606053544,0
2019-10-18,26770.2,26751.830137918172,25593.02480824773,27834.29765794505,0
2019-10-21,26827.64,26873.484411758276,25799.570519098546,27970.78565864628,0
2019-10-22,26788.1,26936.793429754307,25776.430353878182,28075.643497403493,0
2019-10-23,26833.95,26974.18216514995,25922.642789069614,28013.04939870513,0
2019-10-24,26805.53,27013.986804505454,25904.115822026986,28127.095868098524,0
2019-10-25,26958.06,27077.55751729588,25947.52859692533,28096.3532570546,0
2019-10-28,27090.72,27228.08678973905,26156.40689211234,28289.902450674494,0
2019-10-29,27071.46,27298.40559838646,26203.88983566656,28331.127511341714,0
2019-10-30,27186.69,27341.5718087448,26273.230039534006,28451.80388144018,0
2019-10-31,27046.23,27385.986489049796,26276.96475863177,28440.844766252274,0
2019-11-01,27347.36,27453.07242235831,26347.397174017075,28608.63520505596,0
2019-11-04,27462.11,27608.33253171195,26459.30196075001,28737.079494486854,0
2019-11-05,27492.63,27678.52186988339,26545.97003489691,28734.130491725427,0
2019-11-06,27492.56,27720.79839138058,26614.92279020792,28714.77032722272,0
2019-11-07,27674.8,27763.59857086473,26671.02224338104,28865.733344720295,0
2019-11-08,27681.24,27828.363775420054,26705.836744199478,28876.076111927316,0
2019-11-11,27691.49,27972.33733866127,26828.7070415429,29147.527034018618,0
2019-11-12,27691.49,28037.20467054853,27011.652977025107,29012.667390047678,0
2019-11-13,27783.59,28073.280497144166,26944.470315327373,29184.21788572934,0
2019-11-14,27781.96,28108.92383314307,26950.064192105678,29101.670107655405,0
2019-11-15,28004.89,28165.491677463102,27029.76516918988,29206.828313218633,0
2019-11-18,28036.22,28277.783376051837,27211.6697540722,29448.470895167135,0
2019-11-19,27934.02,28329.480877693284,27195.625481463827,29379.559807290076,0
2019-11-20,27821.09,28350.996861228996,27224.093149043292,29460.94646574157,0
2019-11-21,27766.29,28370.673053103394,27331.05940163936,29489.37881278473,0
